年,月,発生時間,災害状況,業種_大分類,業種_中分類,業種_小分類,事業場規模,起因物_大分類,起因物_中分類,起因物_小分類,事故の型,年齢
24,1,15～16,資材置場にて、残土やゴミをバックホウでかき寄せ作業中、バックホウを後進させたところ、後にいた作業員の足をクローラーでひいた。尚、作業員は、ゴミを拾い集めてゴミ置場に運ぶ作業中であった。重機の稼動範囲に作業員が入った事をオペレーターの後方確認不足が重なった為発生した。,建設業,建築工事業,その他の建築工事業,1～9,動力機械,建設機械等,掘削用機械,はさまれ巻き込まれ,62
24,1,16～17,足場解体作業にて、解体した足場材を足場上から荷降ろし中、手摺りに手をかけたところ、手摺りが固定されていなかったため、身体のバランスを崩し、落下しそうになったため、咄嗟に飛び降り、着地した際、踵をコンクリート床に強打した。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,30～49,仮設物、建築物、構築物等,仮設物、建築物、構築物等,足場,墜落・転落,57
24,1,10～11,除雪作業中、除雪の妨げとなる社有車（６人乗りトラック）を移動させようと歩いて向かったところ、足を滑らせ、転倒。足首を負傷した。,建設業,土木工事業,道路建設工事業,50～99,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,36
24,1,14～15,屋根雪下ろし作業中、下屋の屋根から本屋屋根に梯子をかけ、もう１人の作業員が梯子を下で押さえ、被災者が梯子を登り、屋根に乗り移ろうとしたところ、足を滑らせ、梯子を押さえていた作業員の上にかぶさるように転落。下の雪を踏み、固めた地面に背中から落ちて、圧迫骨折した。尚、２人とも安全帽を着用していた。,建設業,建築工事業,木造家屋建築工事業,1～9,その他の装置等,用具,はしご等,墜落・転落,60
24,1,10～11,下水道修繕工事において既設人孔（マンホール）嵩下げのため掘削後、被災作業員が掘削場所に降りて、人孔斜壁を据付作業中、道路上にいた別の作業員が立掛けてあったランマ―に手を掛けて掘削場所に降りようとしたところ、当該ランマ―が落下し、人孔斜壁と当該ランマ―の間に手が挟まれ、負傷した。,建設業,土木工事業,上下水道工事業,1～9,動力機械,建設機械等,締固め用機械,飛来・落下,71
24,1,12～13,住宅リフォーム工事現場にて、２階内壁の塗装工事を終え、ベランダから足場（高さ１．８ｍ）に移り、足場に組んだ梯子階段を下りようとした際、バランスを崩し、地面に転落し、負傷した。,建設業,建築工事業,その他の建築工事業,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,階段、桟橋,墜落・転落,72
24,1,16～17,二階アルミサッシ入替工事中、外部にはしごを掛け、両手にサンダー及び材料を持ち、はしごを下りていたところ、近くの飛び出していた木の枝に服が引っ掛かり、バランスをくずし、下から３段目より転落。脊・脇腹部を強打した。,建設業,建築工事業,その他の建築工事業,1～9,その他の装置等,用具,はしご等,墜落・転落,62
24,1,11～12,庭木剪定作業現場にて、松の木の手入れを脚立に乗って行っていた際、バランスを崩し、脚立から転落し、首の辺りを負傷した。,建設業,土木工事業,その他の土木工事業,1～9,その他の装置等,用具,はしご等,墜落・転落,70
24,1,8～9,ウッドデッキを新しく作る為、古くなったウッドデッキを解体中、バールでビスを抜く際、ビスの頭が飛び、目に入った。,建設業,建築工事業,その他の建築工事業,1～9,その他の装置等,人力機械工具等,手工具,飛来・落下,30
24,1,11～12,エレベータ本体と追設された配管が干渉する恐れがあったため、班長が干渉物付近をエレベータ微動にて上昇していた際、被災者もエレベータ手摺より外側に頭を乗り出し、干渉物を確認していた為、３階の駆体側梁とエレベータ手摺との間に頭を挟まれ、負傷した。,建設業,その他の建設業,機械器具設置工事業,1～9,物上げ装置、運搬機械,動力クレーン等,エレベータ、リフト,はさまれ巻き込まれ,28
24,1,14～15,資材の整理整頓のため、スチール枠などをトラックに積込み中、誤って転倒し、足などを負傷した。,建設業,土木工事業,その他の土木工事業,1～9,物上げ装置、運搬機械,動力運搬機,トラック,墜落・転落,42
24,1,15～16,仮設足場最上部にて、屋根材荷上げ作業を行っていたところ、バランスを崩し、仮設トイレへ落下後、地面に落下した。,建設業,建築工事業,木造家屋建築工事業,100～299,仮設物、建築物、構築物等,仮設物、建築物、構築物等,開口部,墜落・転落,51
24,1,17～18,食卓整理の為、台車に乗せた照明器具を、パワーゲートに乗せ上昇中、台車が少し動き、思わず足で止めようとパワーゲートと車体の間に足先を挟み、足親指を骨折した。,建設業,建築工事業,その他の建築工事業,10～29,物上げ装置、運搬機械,動力運搬機,トラック,はさまれ巻き込まれ,25
24,1,19～20,石膏ボードを片付け中、３Ｆからボードを２枚脇に抱え、階段を降りていた時、階段室の壁仕上げ用に組まれていた仮設足場の根がらみ単管の上に乗り、足を滑べらせ、転倒した。足首をひねり負傷した。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,階段、桟橋,転倒,28
24,1,9～10,アスファルト舗装版取り壊し中、積み残った廃材を人力でバックホウのバケットに乗せようとしたところ、先に乗っていた廃材が割れて、落下し、持っていた廃材に当り、地面と持っていた廃材に手人差し指をはさまれ、骨折した。,建設業,土木工事業,上下水道工事業,不明,物質、材料,材料,その他の材料,飛来・落下,63
24,1,9～10,モルタル流し込み作業中、積み上げた型枠に脚立上から足をかけ、作業をしようとした際、バランスを崩し、前に倒れ込み、型枠の角に胸の部分をぶつけた。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,10～29,仮設物、建築物、構築物等,仮設物、建築物、構築物等,支保工,激突,50
24,1,14～15,舗装版撤去作業中、３ｔダンプより資材を持ち出すため、ダンプの荷台に上がり、資材を取り出した。ダンプから下りる際、ダンプの後部のあおりが倒してある所から飛び降りた。飛び降りた位置に石があり、その石に足が乗り、足首をひねりながら倒れた。,建設業,土木工事業,道路建設工事業,1～9,物上げ装置、運搬機械,動力運搬機,トラック,墜落・転落,66
24,1,16～17,天井鉄板の貼り直しを行なっていた。アップスターを、作業床まで昇りきり、妻側の昇降口開閉手スリを閉め、作業床の中央に歩を進めた。その時点で安全帯のフックは手スリに掛けていなかった。長手の手スリに手をかけたところ、手スリ全体が外側に開き、妻側の昇降口開閉手スリのフックが外れ、開いた。被災者は、気付かず作業床上で後向きに歩き、そのまま転落。フロアーに着地し、かかとを骨折した。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,1～9,その他の装置等,用具,はしご等,転倒,50
