年,月,発生時間,災害状況,業種_大分類,業種_中分類,業種_小分類,事業場規模,起因物_大分類,起因物_中分類,起因物_小分類,事故の型,年齢,年代
R3,10,16～17,工場内の焼餅ラインで餅をトレーに入れる作業に7時間従事し、作業中に右手薬指と小指に低温火傷を負った。,製造業,食料品製造業,パン、菓子製造業,100～299人,動力機械,一般動力機械,食品加工用機械,高温・低温の物との接触,63,60代以上
R3,10,16～17,会社前にて、フォークリフトで鉄製商品（長さ4m、総重量620kg）をポリエステル製ロープで吊って移動させる際、補助をしていたところ、ロープが切れて商品の端が安全靴を履いていた右足に落下し、親指・人差し指・中指の先端を骨折した。,製造業,金属製品製造業,めっき業,10～29人,物上げ装置、運搬機械,動力運搬機,フォークリフト,飛来、落下,27,20代
R3,10,15～16,本社駐車場にて積み替え作業中、荷物引き渡しトラックがきたため焦って移動した際、積み降ろし作業中のリフトの車輪に左足が接触し、第1趾打撲挫傷、第2趾爪剥離を負った。,製造業,食料品製造業,パン、菓子製造業,50～99人,物上げ装置、運搬機械,動力運搬機,フォークリフト,激突,27,20代
R3,10,15～16,配送センター内工場にてローラーでビニールを巻き取る作業中、ローラーに指を詰めて左手人差し指の爪がめくれた。,製造業,その他の製造業,その他の製造業－その他,10～29人,動力機械,一般動力機械,ロール機(印刷ロール機を除く。),はさまれ、巻き込まれ,59,50代
R3,10,14～15,休憩に入るため工場内を移動中、洗浄室を通過する際、床にある排水口のわずかな段差につまずいて転倒し、右足踝部分を強打して骨折した。,製造業,食料品製造業,その他の食料品製造業,100～299人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,その他の仮設物、建築物、構築物等,転倒,47,40代
R3,10,14～15,作業場でプレス機を使用して打ち抜き作業中、体調がすぐれず集中力が切れがちになっていたにもかかわらず、フットスイッチにして作業を行ったため、手を引くタイミングが遅れ、左手指を金型に挟んで、中指を骨折し、中指・環指に挫滅創を負った。,製造業,金属製品製造業,金属プレス製品製造業,1～9人,動力機械,金属加工用機械,プレス機械,はさまれ、巻き込まれ,56,50代
R3,10,13～14,工場内で材料の切断中、手を滑らせて右手の中指を切断した。,製造業,木材・木製品製造業,その他の木材・木製品製造業,1～9人,動力機械,木材加工用機械,丸のこ盤,切れ、こすれ,52,50代
R3,10,13～14,ダブルソーで作業中、背後のスペースで別の社員がリフトでベニヤの積み下ろし作業をしていた。リフトでベニヤを持ち上げて被災者の方へ進んだ際、ベニヤの重さでリフト後方が持ち上がり、ベニヤが崩れ落ちて被災者の左足にぶつかって、左大腿に打撲傷を負った。,製造業,木材・木製品製造業,合板製造業,30～49人,物上げ装置、運搬機械,動力運搬機,フォークリフト,崩壊、倒壊,38,30代
R3,10,13～14,トイレ補修工事の配管埋設後、構内通行中に土が盛り上がって荒れた地面につまずいて転倒した際、頭部に擦過傷を負い、右手をついて薬指に切創を負い、小指を骨折した。,製造業,金属製品製造業,その他の金属製品製造業,30～49人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,58,50代
R3,10,11～12,打ち合わせ後、2階から1階へ階段を下りる途中、バランスを崩して1階8段目より転落した際、備え付けてあった傘立てのフレーム角に頭を打ち付けて、左側頭骨開放性陥没骨折を負った。,製造業,金属製品製造業,その他の金属製品製造業,10～29人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,階段、桟橋,墜落、転落,70,60代以上
R3,10,10～11,材料をトラックから降ろして一時仮置き後、所定の位置に持って行く際、材料が滑って太腿に当たり、骨折した。,製造業,一般機械器具製造業,機械(精密機械を除く)器具製造業,1～9人,その他の装置等,用具,玉掛用具,激突され,58,50代
R3,10,17～18,本社作業場にて金属のプレートを重ねて置こうとしたところ、手が滑ってプレートとプレートの間に左手中指を挟んで末節骨開放骨折を負った。,製造業,金属製品製造業,その他の金属製品製造業,1～9人,物質、材料,材料,金属材料,はさまれ、巻き込まれ,58,50代
R3,10,16～17,工場現場内で移動中、床が濡れていたため足を滑らせて転倒した際、右手で体を支える体勢となり、右下腿部に腫れが出て、右肩に打撲を負った。,製造業,食料品製造業,その他の食料品製造業,100～299人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,47,40代
R3,10,16～17,工場作業場内にて孔、切欠工程作業中、左手指をプレス機で挟んで骨折した。,製造業,金属製品製造業,金属プレス製品製造業,1～9人,動力機械,金属加工用機械,プレス機械,はさまれ、巻き込まれ,77,60代以上
R3,10,16～17,工場内でネジ切り加工の際、ボール盤のタップに巻き込まれて右手人差し指を骨折した。,製造業,一般機械器具製造業,機械(精密機械を除く)器具製造業,30～49人,動力機械,金属加工用機械,ボール盤、フライス盤,はさまれ、巻き込まれ,50,50代
R3,10,13～14,NC旋盤で製品をセットするとき、治具に付着していた切削屑を除去するため、通常エアーで飛ばすところ、右手人差し指を入れた際、フットペダルを踏んでしまい、指が挟まれて裂傷を負った。,製造業,輸送用機械等製造業,その他の輸送用機械等製造業,30～49人,動力機械,金属加工用機械,旋盤,墜落、転落,20,20代
R3,10,10～11,3段積みで保管されているボビン（16インチ）を運搬用台車に載せる際、2段目端のボビンを取り出したとき、3段目のボビンがバランスを崩して落下した。その際、落ちてきたボビンと1段目のボビンに左手薬指辺りを挟んで、中指・環指末節骨折、環指挫創を負った。,製造業,金属製品製造業,その他の金属製品製造業,30～49人,荷,荷,荷姿の物,飛来、落下,38,30代
R3,10,9～10,ユニット製品テスト前の点検中、組み立て作業場2階へ上がり、部品を持って階段を下りようとしたとき、中段の所で踏み外してコンクリートの床に転落した。その際、腰から落ちて背中・左足首・踵を骨折した。,製造業,一般機械器具製造業,機械(精密機械を除く)器具製造業,30～49人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,階段、桟橋,墜落、転落,70,60代以上
R3,10,15～16,古紙引き取り先現場にて業務中、荷台上で積荷作業終了後にトラックから降りるとき、アオリを固定するレバーのボルトにズボンの裾が引っ掛かってバランスを崩した際、左足と背中を地面に強打して、右鋤骨にヒビ、左膝靭帯損傷、首・左膝捻挫を負った。,製造業,パルプ・紙・紙加工品製造業,その他のパルプ・紙・紙加工品製造業,10～29人,物上げ装置、運搬機械,動力運搬機,トラック,墜落、転落,54,50代
R3,10,14～15,工場にてグラインダーで研磨作業中、体勢を崩して立て直す際、右手が滑ってグラインダーが左手示指に接触し、伸筋腱を断裂した。,製造業,非鉄金属製造業,その他の非鉄金属製造業,1～9人,動力機械,金属加工用機械,研削盤、バフ盤,切れ、こすれ,46,40代
R3,10,11～12,工場作業中、材木加工の昇降盤刃物で右手人差し指の先に切創を負った。,製造業,木材・木製品製造業,その他の木材・木製品製造業,1～9人,動力機械,木材加工用機械,その他の木材加工用機械,切れ、こすれ,52,50代
R3,10,11～12,センター加工場にて食材を茹でるため、沸騰したお湯が入った釜の蓋を開けた際、顔に蒸気が掛かって熱傷を負い、左表在性角膜上皮びらんを発症した。,製造業,食料品製造業,その他の食料品製造業,50～99人,その他の装置等,その他の装置、設備,その他の装置、設備,高温・低温の物との接触,69,60代以上
R3,10,10～11,スリッター（鋼帯切断機）にて切断した製品幅をノギスで測定するため、機械テーブルの上に上って測定し、下りるときに足を滑らせた際、下半身が機械下のピットに入り込むような形で背中から後ろ向きに転倒し、肋骨を折った。,製造業,金属製品製造業,その他の金属製品製造業,10～29人,その他,その他の起因物,その他の起因物,転倒,44,40代
R3,10,9～10,残水を捨てるため、工場洗車場でミキサー車のシュートを伸ばしたとき、シュートを固定するのを忘れて手を掛けた際、シュートが動いて右手から土間に落ちて右肩を脱臼した。,製造業,窯業土石製品製造業,セメント・同製品製造業,10～29人,その他の装置等,用具,その他の用具,墜落、転落,61,60代以上
R3,10,9～10,工場内で丸棒（鋼材8本）をワイヤーで結束して番線を括りつけた際、鋼材と鋼材の間に指が入って挟まれ、左手中指不全切断となった。,製造業,金属製品製造業,その他の金属製品製造業,30～49人,物質、材料,材料,金属材料,はさまれ、巻き込まれ,57,50代
R3,10,8～9,出勤して3階更衣室で着替えた後、2階作業場へ階段を下りていたとき、3段目を踏み外して尻もちをついた際、臀部を打って仙骨を折った。,製造業,食料品製造業,肉製品、乳製品製造業,300～499人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,階段、桟橋,墜落、転落,46,40代
R3,10,8～9,工場内で鉄製のシャフトを天井クレーンで吊り上げている途中、2本の吊り金具のうち1本が外れた際、シャフトを支えていた左手薬指が引っ掛かって骨折した。,製造業,パルプ・紙・紙加工品製造業,紙加工品製造業,1～9人,物質、材料,材料,金属材料,激突され,63,60代以上
R3,10,8～9,工場内で鉄板をプレス機に挟み、足でレバーを踏んでプレスさせる作業を行う際、指がプレス部分にあることに気付かずにレバーを踏んで、右手の中指、薬指、小指を切断した。,製造業,金属製品製造業,その他の金属製品製造業,1～9人,動力機械,金属加工用機械,プレス機械,はさまれ、巻き込まれ,54,50代
R3,10,7～8,工場内を歩行中、通常は通行しない空槽横を横断しようとした際、足を滑らせて空槽の縁で右足付け根と右足首を打撲し、股関節と足関節を捻挫した。,製造業,金属製品製造業,めっき業,10～29人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,その他の仮設物、建築物、構築物等,激突,40,40代
R3,10,18～19,原紙倉庫入口に置かれている原紙処分箱に、処分する原紙を捨てようとした際、バックで倉庫に入ってくるクランプリフトと衝突し、右下腿筋に挫傷を負い、コンパートメント症候群を発症した。,製造業,パルプ・紙・紙加工品製造業,その他のパルプ・紙・紙加工品製造業,100～299人,物上げ装置、運搬機械,動力運搬機,フォークリフト,激突され,41,40代
R3,10,16～17,室内にてステンレス鋼板上で足を滑らせて転倒した際、左膝および左足首を打撲し、左足首の靭帯を損傷した。,製造業,食料品製造業,その他の食料品製造業,30～49人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,62,60代以上
R3,10,12～13,輪転場の機械でメンテナンス作業時、L胴に続きR胴のドクターを座りながら取り出そうとした際、腰に痛みが走って腰椎を捻挫した。,製造業,印刷・製本業,印刷業,50～99人,動力機械,一般動力機械,印刷用機械,動作の反動、無理な動作,39,30代
R3,10,11～12,ショット処理場にて製品搬出をしていたとき、コンベア上で製品同士が絡み合ってコンベアが止まったため、絡まった製品を手作業で除去しようとした。その際、ショット処理機内に残っていた製品が落下し、右手小指に当たって圧挫創を負った。,製造業,鉄鋼業,鋳物業,50～99人,物質、材料,材料,金属材料,飛来、落下,46,40代
R3,10,10～11,工場内の練条工程で巡回中、機械内のケンスの左側が回転していないことに気付き、両手で回そうとした際、ケンスが斜めに傾いていたため、上部の鉄板との隙間に左手人差し指を入れたとき、ケンスが回り出して裂傷を負った。,製造業,繊維工業,紡績業,50～99人,動力機械,一般動力機械,その他の一般動力機械,はさまれ、巻き込まれ,36,30代
R3,10,10～11,工場で鉄板の反転作業中、鉄板から手が離れず、鉄板と鉄板に右小指を挟まれて開放骨折した。,製造業,金属製品製造業,その他の金属製品製造業,30～49人,物質、材料,材料,金属材料,飛来、落下,51,50代
R3,10,7～8,鶏肉加工室にて、包装機上段のローラーにラップが絡まってベルトがずれたとき、社員が「そのままにして置くように」と言ってその場を離れていた間に、被災者と別の従業員でスイッチを入れたままローラーに絡まったラップを取ろうとした。その際、上下のローラーの間に挟まれて右手中指の先を亀裂骨折した。,製造業,食料品製造業,肉製品、乳製品製造業,100～299人,動力機械,一般動力機械,その他の一般動力機械,はさまれ、巻き込まれ,21,20代
R3,10,9～10,畜産作業場でトートボックスの排出作業中、床で滑って転倒した際、床に強打して肋骨を折り、背中を負傷した。,製造業,食料品製造業,その他の食料品製造業,100～299人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,作業床、歩み板,転倒,52,50代
R3,10,16～17,事務所棟の階段を下りる際、スリッパが滑って転げ落ち、右手をついて手首を骨折した。,製造業,食料品製造業,肉製品、乳製品製造業,100～299人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,階段、桟橋,墜落、転落,47,40代
R3,10,11～12,事務所棟の部品倉庫で、部品棚に置いてある部品を探していたとき、はしごの脚が滑り、約3mの高さから落下した。その際、尻を強打して尾てい骨を折り、はしごと床の間に左手中指を挟んで骨折した。,製造業,電気機械器具製造業,その他の電気機械器具製造業,50～99人,その他の装置等,用具,はしご等,墜落、転落,53,50代
R3,10,19～20,食品製造工場内でラインコンベアの清掃中、コンベアを動かして裏側をウエスで拭き取ろうとした際、ローラーに左手が巻き込まれ、打撲を負った。,製造業,食料品製造業,パン、菓子製造業,10～29人,物上げ装置、運搬機械,動力運搬機,コンベア,はさまれ、巻き込まれ,22,20代
R3,10,18～19,工場構内で、金型を載せた台車を簡易リフトから引き出そうとしたとき、リフトと床の隙間に車輪が引っ掛かり、強く引いたところ横転した。その際、被災者も転倒して台車の下敷きになり、右踵を亀裂骨折し、右手・右太腿に腫れが生じた。,製造業,化学工業,プラスチック製品製造業,100～299人,物質、材料,材料,金属材料,飛来、落下,23,20代
R3,10,15～16,工場内の作業場で、金属を加工するフライス盤の掃除中、左手甲が刃に接触し、切創を負った。,製造業,一般機械器具製造業,機械(精密機械を除く)器具製造業,10～29人,動力機械,金属加工用機械,ボール盤、フライス盤,はさまれ、巻き込まれ,25,20代
R3,10,13～14,工場の調合原料置き場で、パレットを入れ替えるため、フォークリフトを旋回させた際、ステップから右踵が出ていたため、パレット枠と運転席側面の間に挟んで骨折した。,製造業,食料品製造業,その他の食料品製造業,10～29人,物上げ装置、運搬機械,動力運搬機,フォークリフト,はさまれ、巻き込まれ,58,50代
R3,10,10～11,鋳造作業中、金属の火の粉が作業ズボンに飛び、ズボンが燃えて、右足に火傷を負った。,製造業,鉄鋼業,鋳物業,10～29人,動力機械,金属加工用機械,鍛圧ハンマ,高温・低温の物との接触,19,10代以下
R3,10,9～10,工場内で、オープンロール機でラバーを練る作業中、受け皿に落ちたラバーの破片等をロール機に入れていたところ、右手中指と薬指を挟んで骨折した。,製造業,化学工業,ゴム製品製造業,10～29人,動力機械,一般動力機械,ロール機(印刷ロール機を除く。),はさまれ、巻き込まれ,54,50代
R3,10,22～23,店舗厨房で仕込み作業中、食肉を加工する際、右手中指に切傷を負った。,製造業,食料品製造業,その他の食料品製造業,10～29人,その他の装置等,人力機械工具等,手工具,切れ、こすれ,39,30代
R3,10,13～14,工場3階で作業が終わり、2階詰所に戻る際、階段踊り場と建物の間にある扉レールの段差（約5.5cm）につまずいて転倒し、右脛骨高原骨折を負った。,製造業,窯業土石製品製造業,耐火物製造業,50～99人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,63,60代以上
R3,10,13～14,加熱炉の解体作業中、ブロワー台（約180kg）をガス切断後、炉脇に立て掛けた状態で玉掛けしようとし、ワイヤーを張った瞬間にブロワー台が倒れ、避けきれずに左足が下敷きになり、中指・薬指・小指を骨折した。,製造業,金属製品製造業,その他の金属製品製造業,30～49人,その他の装置等,炉窯等,炉窯,崩壊、倒壊,29,20代
R3,10,15～16,事業所内のクロメート処理場で、硝酸のポリタンクを交換する際、管を外して差し替えようとしたところ、液が飛んで左目に入り、炎症を起こした。,製造業,金属製品製造業,めっき業,10～29人,物質、材料,危険物、有害物等,その他の危険物、有害物等,飛来、落下,53,50代
R3,10,8～9,塗装場内で、後退しながらエアーホースを巻き取っていたところ、転倒して左肋骨を折った。,製造業,金属製品製造業,その他の金属製品製造業,10～29人,その他,起因物なし,起因物なし,転倒,66,60代以上
R3,10,8～9,工事現場で、トラックの荷台から大型アルミサッシ（430×180×5cm、約40～50㎏）を降ろす際、サッシの真ん中の枠を両手で持ち、中腰の姿勢で引き上げたとき、右上腕二頭筋長頭腱・右肩腱板を断裂した。,製造業,化学工業,その他の化学工業,10～29人,荷,荷,荷姿の物,動作の反動、無理な動作,65,60代以上
R3,10,22～23,夜勤出勤時、自転車で会社正門から敷地内に入った際、排水溝のグレーチングに隙間があり、タイヤがはまって転倒し、右半身を強打し、両膝に擦過傷を負った。,製造業,食料品製造業,その他の食料品製造業,100～299人,その他の装置等,人力機械工具等,人力運搬機,転倒,57,50代
R3,10,17～18,工場の溶接場で、変圧器付属部品の溶接準備・後処理作業中、後方へ転倒し、後頭部を床に強打して、骨折、裂傷、血腫を負った。,製造業,電気機械器具製造業,その他の電気機械器具製造業,1～9人,その他,分類不能,分類不能,分類不能,48,40代
R3,10,16～17,工場内で、フォークリフトに載せていた商品（重量物）を、地面に置いた網パレットに移動させようとした。その際、網パレットと製品の間に左手を挟み、中指第一関節を骨折した。,製造業,一般機械器具製造業,機械(精密機械を除く)器具製造業,100～299人,物質、材料,材料,金属材料,はさまれ、巻き込まれ,29,20代
R3,10,15～16,研磨機の台上にセメント板が流れてきた際、板が傾いたので直そうとしたところ、板と機械の間に右手親指を挟み、伸筋腱を損傷した。,製造業,窯業土石製品製造業,セメント・同製品製造業,30～49人,物上げ装置、運搬機械,動力運搬機,コンベア,はさまれ、巻き込まれ,50,50代
R3,10,11～12,プレカット工場の出荷場で、木材完成品をフォークリフトでトラックに積んだあと、トラック荷台上で木材を移動させていた。その際、足を踏み外して荷台から後ろ向きに転落し、急性硬膜下血腫・外傷性くも膜下出血・脳挫傷を負った。,製造業,木材・木製品製造業,その他の木材・木製品製造業,50～99人,物上げ装置、運搬機械,動力運搬機,トラック,墜落、転落,57,50代
R3,10,11～12,製缶溶接工場で、溝形鋼を材料にしたベース上で、構造物の溶接作業をしていた。その際、ベース（約350kg）が滑って左足甲に落ち、左多発中足骨骨幹部を折った。,製造業,金属製品製造業,その他の金属製品製造業,10～29人,物質、材料,材料,金属材料,飛来、落下,22,20代
R3,10,10～11,ダンプトラックのベッセルで、部材の溶接部分をサンダーで切断したとき、サンダーの刃が部材に噛み込んで破損した。その拍子にサンダーが手から離れ、右大腿部に当たって挫創を負った。,製造業,その他の製造業,機械修理業,10～29人,動力機械,金属加工用機械,研削盤、バフ盤,激突され,30,30代
R3,10,7～8,ファクトリー内の通路を歩行中、自動洗浄機から出た液体に気付かず、足を滑らせて転倒し、左肘を強打して骨折した。,製造業,食料品製造業,その他の食料品製造業,300～499人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,61,60代以上
R3,10,6～7,ダイカストマシンを停止させ、アルミをすくうラドルを付け替える作業中、手を滑らせてラドルを落とし、アルミ炉の汲み出し口に落下した。その際、溶けたアルミの中で気泡が発生し、アルミがあふれて右足の安全靴の中に入り、甲に火傷を負った。,製造業,輸送用機械等製造業,自動車・同付属品製造業,300～499人,環境等,環境等,高温・低温環境,高温・低温の物との接触,28,20代
R3,10,17～18,工場内の製品置き場で、入荷した商品（スコッパー、1個当たり約12kg）を棚に収納する作業をしていたとき、障害物を避けるために、商品を持ち上げたりする作業を繰り返したところ、右肩を負傷した。,製造業,一般機械器具製造業,機械(精密機械を除く)器具製造業,300～499人,荷,荷,荷姿の物,はさまれ、巻き込まれ,62,60代以上
R3,10,8～9,工場で、すり込み機横の2段昇降台に乗り、生地の投入・余分生地の除去作業をしていた。その後、昇降台から下りる際に足を踏み外し、右足関節を捻挫した。,製造業,食料品製造業,パン、菓子製造業,100～299人,その他の装置等,用具,はしご等,墜落、転落,20,20代
R3,10,10～11,工場内作業場で鉄製ブロックのメンテナンスをする際、枕木に載せようとして引っ張ったところブロックが滑って左足小指に落下し、骨折した。,製造業,化学工業,プラスチック製品製造業,10～29人,物質、材料,材料,金属材料,飛来、落下,66,60代以上
R3,10,16～17,研磨機で作業中、材料を持ち上げた際に右手が回転している砥石に接触し、甲と示指に挫創を負った。,製造業,金属製品製造業,その他の金属製品製造業,1～9人,動力機械,金属加工用機械,研削盤、バフ盤,切れ、こすれ,41,40代
R3,10,14～15,工場内で、仕上げカンナ盤の上部送りローラーに右手を挟まれて骨折した。,製造業,木材・木製品製造業,その他の木材・木製品製造業,1～9人,動力機械,木材加工用機械,かんな盤,はさまれ、巻き込まれ,57,50代
R3,10,14～15,機械に熱い蒸気を送るためジョイント部分を外した際、突然蒸気が出て右足に火傷を負った。,製造業,木材・木製品製造業,製材業,30～49人,その他の装置等,圧力容器,圧力容器,高温・低温の物との接触,33,30代
R3,10,11～12,カット室内で、台車を押している人と衝突して転倒し、両足と首を打撲した。,製造業,食料品製造業,その他の食料品製造業,300～499人,その他の装置等,人力機械工具等,人力運搬機,激突,51,50代
R3,10,22～23,工場内で機械へ材料を投入する際、1人で鉄の丸棒（径80×1000mm、40kg）を持ち上げたところ、仙骨部に痛みが生じて靭帯損傷を負った。,製造業,金属製品製造業,その他の金属製品製造業,30～49人,物質、材料,材料,金属材料,動作の反動、無理な動作,36,30代
R3,10,11～12,横切りの機械で木材を切っていた際、木の端が飛んできて左手に当たり、中指を負傷した。,製造業,木材・木製品製造業,製材業,30～49人,動力機械,木材加工用機械,丸のこ盤,飛来、落下,79,60代以上
R3,10,15～16,果汁充填工場でタンクの洗浄作業中、洗浄用のホースノズルを持って階段を下りていた際、めまいがして1.5m下に転落し、右肘と前頭部に打撲・切傷を負った。,製造業,食料品製造業,農業保存食料品製造業,50～99人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,階段、桟橋,墜落、転落,47,40代
R3,10,9～10,工場内で縫製作業中、ウェルダーミシンの電源を入れた際にバーに手が接触し、両手指に火傷を負った。,製造業,衣服その他の繊維製品製造業,外衣下着製造業,10～29人,その他の装置等,その他の装置、設備,その他の装置、設備,高温・低温の物との接触,72,60代以上
R3,10,7～8,工場内ステージ上で作業中、送液ポンプを確認に行くため階段を下りた際、階段下の排水溝（深さ2.5cm、幅14cm）に左足がはまってひねり、第5中足骨を折った。,製造業,食料品製造業,飲料(酒類を除く)製造業,100～299人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,建築物、構築物,転倒,21,20代
R3,10,16～17,店舗前で荷物を配達用車両に積み込んでいた際、荷物を抱えて足下が見えにくい状態で階段を下りていたところ、つまずいて転倒し、右足を骨折した。,製造業,食料品製造業,水産食料品製造業,10～29人,その他,起因物なし,起因物なし,転倒,51,50代
R3,10,11～12,工場で、プレナーの機械を使用して角材の表面加工作業を行っていた際、機械に引き粉が詰まったためカバーを開けて取り除こうとしたところ、刃が惰性で回転しているところに左手を入れたため人差し指に裂傷を負った。,製造業,木材・木製品製造業,その他の木材・木製品製造業,1～9人,動力機械,木材加工用機械,面とり盤、ルータ、木工フライス盤,切れ、こすれ,28,20代
R3,10,11～12,工場で軽トラックから荷物の積み降ろし作業中、付近に止まっていた天井クレーンのフックに気付かず立ち上がったところ、頭をぶつけて頭部打撲および頚部捻挫を負った。,製造業,金属製品製造業,その他の金属製品製造業,10～29人,物上げ装置、運搬機械,動力クレーン等,クレーン,激突,63,60代以上
R3,10,10～11,倉庫で荷物の整理作業中、2階部分（高さ2m）から転落して頚髄損傷を負った。,製造業,食料品製造業,肉製品、乳製品製造業,10～29人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,建築物、構築物,墜落、転落,53,50代
R3,10,10～11,弁当の納品先の食堂内でつまずいて転倒し、右手をついて関節捻挫、三角骨骨折を負った。,製造業,食料品製造業,その他の食料品製造業,30～49人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,59,50代
R3,10,11～12,金属部品の洗浄作業中、金属部品を入れる鉄製容器とそれを持ち上げるアームの間に頭部を挟まれて頚髄を損傷し死亡した。,製造業,金属製品製造業,めっき業,50～99人,動力機械,一般動力機械,産業用ロボット,はさまれ、巻き込まれ,59,50代
R3,10,10～11,倉庫の荷降ろし場で発泡スチロールの空き箱数箱を軽トラックに載せるため抱えて移動していたところ、強風にあおられてバランスを崩し、荷降ろし場の段差（高さ1.5m）から地面に転落し臀部などを強打して尾てい骨圧迫骨折を負った。,製造業,食料品製造業,水産食料品製造業,30～49人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,建築物、構築物,墜落、転落,80,60代以上
R3,10,10～11,工場入口運搬用ホーム上（地上1m）で段ボール等の資材をパレットから台車に積み替え中、足を踏み外してホーム下へ落下して、左第２、３中足骨を折り、臀部打撲、仙骨損傷を負った。,製造業,食料品製造業,その他の食料品製造業,100～299人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,建築物、構築物,墜落、転落,54,50代
R3,10,14～15,食缶の後片付けのためコンテナ準備室から調理室へ小走りで行く途中、床面が濡れているところで足を滑らせ後ろ向きに転倒し、右後頭部と右手を打撲した。すぐに立ち上がったが前のめりとなりコンテナから出ている収納ラックに右前頭部を打ち負傷した。,製造業,食料品製造業,その他の食料品製造業,30～49人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,46,40代
R3,10,11～12,鉄筋場で500kgの鉄線コイルキャリアを移動するためにクレーンを使っていた。コイルキャリアのパイプにフックを掛けて吊り上げようとした際、フックとコイルキャリアのパイプとの間に左手中指を挟まれ負傷した。,製造業,窯業土石製品製造業,セメント・同製品製造業,10～29人,物上げ装置、運搬機械,動力クレーン等,クレーン,はさまれ、巻き込まれ,53,50代
R3,10,16～17,顧客先の工場内で研磨ライン据付のため、制御盤（重量約300kg）を搬入する際、制御盤を台車4台に載せ向きを90度変えようと押し始めたところ、台車1台が外れ制御盤が倒れそうになった。制御盤を支えようとしたが、横倒しになり左足を挟まれ大腿部裏側に圧挫創、および圧挫滅を負った。,製造業,一般機械器具製造業,機械(精密機械を除く)器具製造業,100～299人,荷,荷,機械装置,はさまれ、巻き込まれ,34,30代
R3,10,16～17,顧客先の工場内で研磨ライン据付のため、制御盤（重量約300kg）を搬入する際、制御盤を台車4台に載せ向きを90度変えようと押し始めたところ、台車1台が外れ制御盤が倒れそうになった。制御盤を支えようとしたが、横倒しになり左足を挟まれ大腿部裏側に圧挫創、および圧挫滅を負った。,製造業,一般機械器具製造業,機械(精密機械を除く)器具製造業,100～299人,荷,荷,機械装置,飛来、落下,55,50代
R3,10,13～14,グラインダーを使用して開先加工中、左足が少しだるくなったので姿勢を変えようと上半身を右に向けたところ、回転しているグラインダーが当たり、左足膝蓋骨の上に挫創を負った。,製造業,金属製品製造業,その他の金属製品製造業,100～299人,動力機械,金属加工用機械,研削盤、バフ盤,切れ、こすれ,50,50代
R3,10,9～10,製材所内で角材を台車で挽いている際、台車をバックしたところ、盤台に積んでいた角材が荷崩れし手右足甲を挟まれ圧迫骨折した。,製造業,木材・木製品製造業,製材業,1～9人,物質、材料,材料,木材、竹材,はさまれ、巻き込まれ,60,60代以上
R3,10,8～9,作業ポジションに向かうため歩行中、床に通っているコンベアの配線に足を取られバランスを崩して転倒し、右上腕骨を折った。,製造業,食料品製造業,肉製品、乳製品製造業,500～999人,その他の装置等,電気設備,送配電線等,転倒,62,60代以上
R3,10,11～12,門型集積ヤードで片脚クレーンを使い直Lをトラックに積み込み中、乗っていた直L製品が崩れ、製品の間に腰を挟んで仙骨を折り、骨盤に打撲を負った。,製造業,窯業土石製品製造業,セメント・同製品製造業,50～99人,物質、材料,材料,その他の材料,はさまれ、巻き込まれ,26,20代
R3,10,9～10,棚を解体中、ネジの外し方を誤り、支柱が倒れて頭に当たり、頭部打撲挫創、敬津捻挫を負った。,製造業,衣服その他の繊維製品製造業,外衣下着製造業,100～299人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,その他の仮設物、建築物、構築物等,崩壊、倒壊,61,60代以上
R3,10,11～12,工場の成形職場で伸縮接手成形作業中、成形のため素管を移動していたところ、スライドテーブルレールに足が引っ掛かり転倒し、その衝撃で手に持っていた素管で右手を切り母指屈筋腱損傷を負った。,製造業,一般機械器具製造業,機械(精密機械を除く)器具製造業,50～99人,動力機械,金属加工用機械,その他の金属加工用機械,転倒,28,20代
R3,10,13～14,工場2階の製?室の焼きそばラインで麺の切替作業中、塊砕機の電源を切り作業するところ、切らずに縦回転している塊砕機のステンレス棒とコンベアの間に左手を入れて挟まれ甲に裂傷を負った。,製造業,食料品製造業,その他の食料品製造業,50～99人,動力機械,一般動力機械,食品加工用機械,はさまれ、巻き込まれ,57,50代
